,freight_value,price,payment_value,payment_installments
37894,0.0,69.9,139.8,2
83322,23.52,134.2,157.72,1
33030,8.79,96.0,104.79,1
102991,16.44,115.0,131.44,1
101508,15.1,12.0,27.1,1
68939,36.12,49.9,258.06,1
108366,15.43,180.0,195.43,3
16168,17.16,129.99,147.15,1
88840,16.54,49.9,132.88,1
26915,12.72,54.9,67.62,1
13464,11.15,75.0,395.17,1
108138,19.5,44.9,64.4,2
71671,41.92,120.9,162.82,1
74370,15.27,74.0,178.54,4
73307,9.25,129.99,139.24,3
64076,0.0,195.0,195.0,5
61484,21.15,39.9,61.05,6
49750,26.7,89.0,115.7,1
33917,13.24,148.0,161.24,2
65910,17.3,219.9,474.4,1
36502,7.78,18.99,26.77,2
94538,14.5,107.0,364.5,7
65851,7.92,81.99,89.91,1
38580,29.58,169.0,1191.48,6
38757,15.1,33.6,48.7,1
100103,7.39,13.9,21.29,1
83753,18.23,49.9,68.13,1
51740,21.09,99.0,120.09,4
31634,88.68,689.0,777.68,8
98280,18.5,535.9,554.4,10
94107,94.97,518.18,613.15,8
55664,17.92,41.9,59.82,2
104967,13.94,182.72,196.66,8
69279,62.31,289.9,352.21,8
28413,19.66,59.9,79.56,1
75865,11.85,24.5,36.35,1
101984,13.07,89.99,103.06,1
55750,15.52,59.99,75.51,1
104295,12.69,29.4,42.09,1
88018,19.0,99.9,118.9,3
7277,18.23,24.99,86.44,1
23292,15.46,184.9,200.36,1
58709,7.78,13.65,21.43,1
34287,27.2,45.0,72.2,3
75343,8.91,79.99,177.8,5
71224,11.85,45.0,23.7,1
71941,17.92,29.1,47.02,1
69824,12.36,99.49,24.18,1
47274,16.88,177.99,194.87,8
9489,17.88,135.0,152.88,2
54814,12.04,119.99,264.06,4
14408,36.11,139.9,176.01,2
55154,17.92,35.7,160.86,1
25231,45.13,149.99,195.12,5
45744,12.48,19.9,97.14,1
73943,16.74,219.0,235.74,1
37816,13.08,75.0,88.08,1
91767,25.24,57.5,82.74,1
72483,70.63,249.9,25.28,1
27724,15.1,19.9,35.0,2
84469,15.82,54.9,141.44,4
36165,13.72,19.99,29.6,1
53752,22.8,1149.65,1172.45,8
36037,25.63,25.9,257.65,4
11704,17.67,59.9,232.71,1
75680,16.04,128.9,144.94,4
3789,16.33,99.9,116.23,1
21738,14.1,23.99,38.09,3
77977,15.39,42.0,57.39,1
67937,15.1,34.9,50.0,5
94690,13.7,31.99,31.54,3
10399,17.67,59.9,77.57,1
60015,31.41,429.9,461.31,9
83077,8.89,19.9,20.72,1
51592,16.15,149.99,166.14,3
87169,15.31,29.99,90.6,8
70436,17.06,88.0,105.06,3
11568,12.86,53.9,66.76,1
787,17.53,112.99,783.12,1
49530,161.73,190.0,351.73,3
87415,18.75,167.99,186.74,5
32002,54.0,500.0,554.0,5
36808,13.71,330.0,343.71,5
44490,15.3,59.99,75.29,1
33404,16.25,679.0,695.25,8
50287,16.18,59.9,76.08,1
9914,17.67,59.9,155.14,10
43782,4.67,24.9,98.04,1
19981,25.63,49.0,149.26,3
111701,7.87,8.49,16.36,1
84473,28.85,84.9,197.03,6
59237,15.1,13.65,28.75,1
10252,17.6,49.9,67.5,5
106140,14.52,45.89,60.41,1
54267,39.55,149.0,188.55,10
87949,21.09,144.9,165.99,1
80604,11.73,26.14,4.9,1
33854,14.32,139.5,307.64,4
15182,24.84,39.9,64.74,1
109548,16.7,278.98,127.32,1
87294,17.15,31.99,49.14,1
97824,53.46,189.9,243.36,8
29723,15.23,28.9,44.13,4
24590,32.36,15.0,88.3,1
100956,63.13,829.99,893.12,1
33395,19.55,239.0,258.55,8
53347,21.26,109.9,131.16,4
68944,16.68,69.9,86.58,8
76900,12.79,33.0,45.79,1
647,45.7,176.99,222.69,10
100536,15.1,38.59,268.45,10
82181,19.32,49.9,207.66,10
94697,14.6,60.9,75.5,1
75329,14.31,79.99,94.3,1
97939,31.15,185.0,216.15,4
27069,17.94,99.0,116.94,2
93644,16.29,313.9,660.38,3
83801,15.11,44.9,60.01,4
70383,37.39,67.9,210.58,1
10324,17.67,59.9,155.14,1
45639,22.06,15.12,74.36,1
43106,13.83,34.99,48.82,1
74973,11.92,59.9,15.61,1
55336,27.3,289.0,632.6,6
21276,8.91,79.99,88.9,1
110006,15.31,79.9,285.63,1
98395,7.78,21.5,146.4,10
101647,210.09,659.0,869.09,10
65578,12.74,87.0,99.74,1
53486,13.54,34.0,47.54,1
53676,15.43,97.65,226.16,1
8547,9.44,29.49,38.93,1
2371,13.71,99.0,112.71,1
83546,19.15,549.99,569.14,10
43204,3.44,53.2,106.89,10
107780,18.96,599.9,618.86,10
21917,9.41,84.99,94.4,2
11636,6.72,59.9,133.24,1
82832,18.55,139.9,158.45,10
42841,16.16,56.99,73.15,1
68076,11.85,49.0,60.85,5
97036,16.11,29.99,92.2,6
17775,11.06,73.35,316.01,1
17567,18.45,49.95,191.14,3
62338,14.1,38.9,53.0,1
103476,17.62,52.99,56.38,1
52766,8.53,110.0,118.53,5
47194,23.7,117.99,141.69,10
12783,60.04,150.0,120.2,1
107545,19.25,239.0,258.25,1
26871,13.85,69.9,83.75,2
9481,16.29,85.0,101.29,2
70399,15.23,68.9,84.13,1
83317,7.94,9.8,35.48,1
13567,16.32,35.0,153.96,8
19218,15.21,149.0,164.21,8
25882,16.81,79.9,96.71,2
6411,12.4,99.9,112.3,10
75581,10.25,103.9,114.15,1
44873,15.1,19.9,140.0,1
60665,21.02,75.99,97.01,2
69864,13.54,59.49,73.03,1
66772,15.23,14.99,29.29,1
76751,11.85,18.9,30.75,1
95002,8.29,12.51,20.8,1
110132,17.63,19.99,75.24,4
35831,14.1,49.9,64.0,1
54117,23.64,69.9,93.54,6
75510,18.23,27.9,230.65,6
101973,13.92,79.99,93.91,2
12256,15.44,49.0,64.44,1
49328,28.75,50.0,62.9,6
50965,8.29,19.0,27.29,1
40207,13.76,105.9,119.66,1
76540,40.23,280.0,320.23,4
104085,27.18,125.4,152.58,4
14503,19.13,179.0,100.0,1
103907,16.16,149.9,102.44,1
12330,61.37,230.0,291.37,1
93984,24.66,35.99,121.3,1
56114,14.1,31.9,4.38,1
72393,15.63,59.9,75.53,1
13166,12.69,38.4,306.54,10
64060,26.27,205.0,231.27,1
54442,12.93,69.9,82.83,1
5438,32.29,149.9,475.04,6
12622,40.04,150.0,356.06,6
64448,18.08,118.9,136.98,3
80571,43.89,76.49,183.83,6
24537,13.71,38.99,210.8,1
71136,15.1,25.0,6.4,1
5884,12.47,109.9,122.37,4
11445,17.67,49.0,66.67,5
89320,19.5,199.99,219.49,1
89945,8.65,199.0,50.0,1
6804,12.78,139.0,151.78,1
21196,18.26,53.99,20.0,1
45204,16.49,248.0,264.49,3
95066,23.35,109.9,133.25,2
2129,17.88,89.9,107.78,1
13282,93.08,250.0,343.08,1
66464,15.62,109.9,125.52,6
29275,18.23,13.49,31.72,1
26308,7.78,49.9,115.36,2
93499,17.63,19.9,37.53,1
110832,11.85,35.16,235.05,1
80805,20.65,100.0,120.65,2
2997,23.24,93.9,117.14,11
104081,20.52,317.0,250.0,1
82407,20.99,129.9,150.89,1
65028,13.55,75.5,89.05,3
17583,12.85,73.35,86.2,4
55601,33.83,1340.0,1373.83,1
948,26.95,89.99,233.88,4
68755,13.61,20.0,33.61,1
86104,25.63,21.99,47.62,4
21898,9.37,79.99,89.36,3
5638,13.72,99.9,227.24,3
40087,13.71,33.9,47.61,1
4751,37.3,295.0,332.3,10
40762,186.01,99.9,285.91,10
52852,8.03,110.32,118.35,1
65394,14.11,110.44,498.2,1
103399,21.02,149.99,171.01,1
11265,17.67,59.9,77.57,1
96956,55.82,729.08,784.9,5
87361,17.11,132.0,149.11,2
30310,15.23,19.97,35.2,2
84169,15.1,27.9,43.0,2
62172,8.64,35.9,44.54,1
86081,16.79,21.99,1.42,1
92538,12.81,22.0,104.43,1
74977,11.92,59.9,13.97,1
61605,18.0,24.9,42.9,1
8027,7.78,21.99,29.77,1
56904,17.92,39.99,57.91,5
4577,7.14,99.9,244.6,10
6815,19.93,99.0,118.93,2
94595,22.76,580.27,603.03,8
99414,8.72,38.9,47.62,1
7890,15.1,29.99,45.09,1
32372,12.89,198.0,210.89,2
112371,27.41,159.0,559.23,1
59362,7.78,12.3,20.08,1
83075,8.89,19.9,20.71,1
72873,44.62,259.9,304.52,3
6933,7.78,27.99,35.77,3
65343,12.76,89.56,102.32,1
28583,28.49,159.0,187.49,1
24801,20.29,179.0,199.29,4
66933,16.56,114.9,131.46,10
102523,39.71,119.0,158.71,10
49032,16.93,167.0,183.93,2
33364,37.99,598.99,636.98,8
15808,12.11,129.99,142.1,3
8991,11.0,56.0,67.0,1
86431,23.22,97.0,120.22,1
50127,12.55,150.0,325.1,2
55250,21.66,199.0,220.66,3
73063,33.15,99.9,133.05,5
40169,12.9,79.9,92.8,4
21448,9.44,89.99,99.43,1
6266,12.1,109.9,122.0,10
111751,14.8,89.9,209.4,1
3137,19.67,68.5,88.17,8
24676,29.04,388.9,417.94,6
86000,14.1,15.99,30.09,1
84406,20.6,124.9,145.5,6
87839,10.32,189.99,200.31,4
97483,17.13,196.0,59.08,1
57686,13.08,59.7,72.78,1
21782,8.72,56.99,131.42,1
16653,21.4,129.34,150.74,8
105661,15.56,39.29,54.85,5
92935,7.93,95.52,103.45,2
92338,29.37,169.9,199.27,2
5145,9.0,219.9,457.8,8
18250,19.46,78.0,97.46,9
9925,37.97,49.0,86.97,1
105030,13.79,109.9,247.38,1
75369,9.16,115.0,124.16,6
41880,15.14,55.0,70.14,3
31934,19.41,219.0,238.41,1
77747,34.29,69.99,208.56,4
93786,15.62,123.9,139.52,2
54402,14.02,94.5,108.52,3
81293,167.05,69.9,1421.69,1
96460,15.1,35.0,50.1,1
39455,98.2,699.99,798.19,4
8978,8.65,130.0,138.65,1
69366,11.15,57.0,204.45,5
41847,47.32,54.99,102.31,5
43865,43.1,99.0,142.1,4
40017,15.7,299.0,314.7,10
111983,17.63,49.9,64.22,1
15777,17.16,129.99,16.55,1
69016,15.25,69.99,85.24,2
14521,20.25,129.9,150.15,2
18478,15.1,29.0,44.1,1
2152,17.88,89.9,107.78,8
90364,67.01,90.9,157.91,1
78135,19.15,124.9,576.2,1
27539,17.33,85.0,102.33,3
7730,15.45,49.99,65.44,3
70899,13.83,69.9,83.73,1
89686,34.92,160.0,194.92,1
16688,16.18,59.9,76.08,2
22155,11.9,56.99,68.89,1
99814,9.34,55.0,64.34,6
56059,11.74,39.9,51.64,5
27327,13.71,49.0,62.71,6
85185,34.04,109.97,1440.1,24
8229,31.36,89.0,120.36,4
42288,19.25,279.99,299.24,10
61553,13.37,34.9,48.27,2
29037,16.79,40.0,170.37,1
12024,13.68,49.0,62.68,5
97014,16.11,43.99,120.2,4
58296,17.44,99.99,55.68,1
45202,13.24,248.0,261.24,1
108266,7.54,39.9,47.44,1
25450,34.2,120.0,20.0,1
14185,15.23,49.9,9.39,1
65070,13.67,159.9,173.57,10
44485,18.31,29.9,48.21,1
106709,20.95,89.9,110.85,2
61615,14.59,59.9,74.49,2
9456,15.79,149.0,164.79,1
111947,8.59,62.0,70.59,1
57307,8.4,19.0,27.4,1
37937,19.98,69.9,39.88,1
49018,22.18,67.0,178.36,4
15702,11.62,85.99,97.61,2
7480,22.85,21.99,107.68,1
10049,13.46,53.9,269.44,5
884,88.57,199.99,2234.66,10
85726,21.15,24.99,46.14,1
72021,14.43,99.99,114.42,1
75590,14.51,59.9,74.41,7
19364,18.23,39.0,57.23,1
55275,30.44,170.0,1202.64,6
105839,38.43,89.99,128.42,1
90904,12.53,189.0,201.53,2
110522,23.68,126.0,149.68,1
34739,9.79,139.9,149.69,3
99275,17.06,36.9,3.53,1
27389,15.2,159.0,174.2,1
48080,26.92,119.9,146.82,5
79524,57.79,159.99,217.78,3
69671,7.78,24.9,65.36,1
4451,22.6,103.99,126.59,3
52222,15.16,59.0,370.8,8
65634,16.98,77.0,93.98,9
77497,16.18,60.63,26.81,1
72276,10.96,14.2,25.16,1
4058,17.63,14.99,4.15,1
105521,15.11,39.9,16.53,1
8943,12.64,97.49,110.13,1
38401,7.39,45.0,314.34,1
100589,8.29,14.99,46.56,1
60063,15.1,22.5,37.6,1
82099,17.88,89.9,107.78,10
98062,15.92,250.0,265.92,2
95461,24.23,209.99,234.22,2
72700,12.85,57.9,70.75,6
50536,18.63,107.0,125.63,7
1549,33.54,179.96,213.5,10
7123,14.1,29.99,88.18,1
2891,19.23,48.9,68.13,5
100780,23.67,193.0,216.67,1
9558,17.72,69.0,169.43,1
34445,7.78,39.0,46.78,1
64695,25.63,39.9,65.53,5
40171,12.9,79.9,92.8,2
28811,17.24,149.9,167.14,1
13030,19.84,38.4,116.48,8
49201,20.98,114.15,310.69,1
45336,17.84,85.0,102.84,4
80944,16.39,89.99,106.38,10
111933,17.53,299.0,316.53,6
35002,9.1,53.69,62.79,2
41365,25.61,139.0,302.55,2
34050,12.91,19.9,124.72,4
39658,24.39,208.0,232.39,1
83034,8.88,41.8,50.68,5
108836,9.07,45.0,54.07,1
105653,10.96,40.0,50.96,1
81875,17.81,54.9,72.71,3
94200,16.11,39.0,330.66,1
10740,17.67,59.9,620.56,1
24803,20.29,179.0,199.29,1
79110,19.63,94.9,54.97,1
17479,15.1,39.99,55.09,3
14784,12.35,121.0,266.7,1
104553,15.1,42.9,58.0,1
24035,8.82,31.9,40.72,1
82988,19.13,147.01,332.28,3
2201,25.91,89.9,115.81,3
34881,10.14,189.9,200.04,8
107054,11.74,37.0,48.74,1
25377,33.4,159.99,193.39,2
71373,12.95,87.0,199.9,4
25374,45.06,139.99,185.05,3
55678,15.1,39.9,165.0,1
36913,10.07,330.0,33.4,1
47649,20.36,159.9,180.26,1
57336,17.63,16.1,33.73,1
69793,15.58,99.49,115.07,1
63011,19.59,26.5,3.14,1
60465,16.78,163.99,180.77,10
96676,18.93,138.0,76.61,4
25057,29.14,119.0,148.14,2
16579,20.38,52.64,18.09,1
81873,14.13,54.9,69.03,5
7423,7.78,44.99,52.77,1
54067,21.13,69.9,91.03,3
18532,7.58,45.0,52.58,2
107305,11.92,59.99,71.91,1
1764,24.86,92.9,117.76,10
29824,17.1,56.89,232.0,1
65771,15.31,79.79,95.1,3
18353,7.81,78.0,85.81,4
7714,7.78,49.99,57.77,1
95618,34.4,85.99,120.39,10
12528,16.44,35.0,102.88,3
39557,18.62,269.0,287.62,10
76316,17.02,180.0,197.02,5
12077,17.29,148.0,22.73,1
87926,69.01,379.9,448.91,3
34298,20.16,95.0,115.16,1
15284,9.34,15.99,25.33,2
11177,17.67,59.9,77.57,2
45843,25.63,19.9,45.53,1
51437,15.18,59.9,75.08,1
62297,15.65,19.9,35.55,1
72260,34.15,17.9,52.05,2
98257,18.5,535.9,554.4,10
73295,9.77,175.99,185.76,4
6456,17.37,89.9,0.27,1
98195,19.6,129.99,149.59,10
90412,19.11,81.0,100.11,1
96897,12.23,69.0,243.69,1
100940,11.4,53.9,65.3,3
4547,27.0,99.9,126.9,1
3522,12.02,74.0,26.03,1
61299,18.91,89.9,108.81,3
10243,17.67,59.9,387.85,1
84625,9.19,229.9,239.09,3
56935,16.18,59.9,76.08,4
80740,15.3,78.99,94.29,8
457,47.9,156.94,1024.2,5
6931,15.23,44.99,60.22,1
67251,29.31,129.9,159.21,5
31395,15.24,19.99,136.91,6
38500,9.15,57.0,66.15,1
22464,15.35,84.99,100.34,4
96637,24.15,138.0,486.45,8
84296,10.95,315.0,325.95,4
11118,13.37,49.9,63.27,1
8968,8.27,52.49,60.76,1
111733,44.45,119.9,164.35,1
93118,12.79,21.47,137.04,1
24868,46.44,179.99,354.16,4
98867,4.34,35.0,206.4,10
32832,19.86,159.9,544.52,3
100957,104.08,899.0,1003.08,10
1507,46.33,119.97,166.3,3
48706,12.8,19.9,32.7,1
52629,8.03,110.32,236.7,1
94685,15.23,49.9,65.13,1
49384,15.37,69.99,85.36,4
12750,9.34,32.99,42.33,1
9101,8.27,58.0,66.27,2
45862,22.06,19.9,41.96,1
85055,18.55,180.48,199.03,10
42188,28.11,177.9,206.01,3
109875,17.19,45.9,126.18,1
54381,11.85,32.0,131.55,1
42947,13.95,53.5,135.4,4
27758,17.74,69.9,87.64,5
102641,13.58,79.9,93.48,1
28581,83.1,179.0,262.1,3
52246,18.41,43.9,62.31,3
46011,17.91,94.9,107.8,5
73122,10.96,49.9,50.0,1
102365,15.23,17.9,33.13,3
15866,12.25,149.99,162.24,3
52768,7.9,91.55,99.45,1
38473,14.39,150.0,657.56,8
54621,9.78,138.0,147.78,5
19245,7.58,45.0,52.58,1
28542,19.05,373.4,161.38,10
28086,13.76,59.9,73.66,2
100876,7.39,15.9,46.58,1
30528,14.24,22.66,110.7,1
30404,20.85,52.11,72.96,1
11838,13.21,93.0,106.21,2
26759,58.04,109.0,246.1,5
62101,16.79,31.9,48.69,1
93077,13.9,45.97,59.87,1
69750,19.39,59.9,79.29,2
45781,16.79,28.9,45.69,1
21503,14.1,23.99,38.09,1
32302,16.04,185.0,201.04,4
72408,16.39,59.9,76.29,1
142,133.85,179.9,1316.14,10
7646,15.1,29.99,45.09,1
11728,13.44,59.9,73.34,4
40867,30.71,636.0,666.71,8
76988,12.69,30.0,85.38,1
11081,58.7,49.9,411.98,1
4608,18.36,79.9,98.26,3
32041,21.11,430.0,451.11,5
6334,13.86,119.9,133.76,1
55201,11.15,67.9,79.05,3
84332,7.61,49.49,57.1,1
8309,34.63,139.9,260.51,1
49980,19.68,109.99,129.67,4
22739,16.67,59.99,76.66,2
29845,9.26,56.89,132.3,1
54528,17.22,138.0,155.22,3
65762,16.25,69.9,86.15,1
6367,9.77,79.9,89.67,2
69094,18.27,99.99,118.26,10
77717,8.72,59.99,137.42,2
78792,14.71,77.08,91.79,1
67232,15.98,129.9,145.88,2
76246,45.02,79.99,125.01,5
3660,11.9,57.8,69.7,5
25283,40.37,149.0,189.37,10
84638,23.86,219.9,243.76,6
4738,23.36,29.9,106.52,2
63842,14.72,104.0,118.72,2
110228,19.33,149.9,338.46,1
62905,17.6,50.7,71.1,7
1199,23.92,139.98,163.9,1
67140,13.69,199.9,421.33,10
14544,24.07,69.9,32.4,1
7108,14.1,29.99,44.09,1
44754,7.39,24.99,32.38,1
105914,113.02,299.0,412.02,8
47932,17.35,129.9,147.25,2
107487,17.87,229.0,246.87,10
78827,27.06,84.99,448.2,1
29515,16.0,179.0,195.0,2
42461,15.1,13.99,29.09,1
64030,34.86,152.0,186.86,4
98678,20.21,138.5,158.71,1
51873,13.92,48.9,62.82,1
13505,21.35,78.0,99.35,3
8443,7.78,54.9,62.68,1
66950,35.35,104.99,140.34,1
1684,16.25,69.9,86.15,1
70466,17.07,89.9,106.97,3
25466,38.29,109.99,148.28,3
30572,27.75,66.99,94.74,1
69160,16.6,44.9,61.5,1
92956,9.09,26.9,35.99,1
81928,10.96,30.9,41.86,4
39960,19.78,25.0,140.56,2
50689,7.78,19.9,27.68,1
63245,16.67,59.9,76.57,1
16529,18.04,113.57,131.61,8
111152,39.35,380.0,419.35,8
24175,12.83,70.0,165.66,1
28342,13.71,45.9,59.61,5
10947,9.09,53.9,258.41,1
13557,16.11,38.4,109.02,1
110614,7.39,12.5,19.89,1
88888,13.74,54.9,68.64,1
77552,18.52,59.9,78.42,1
76228,25.84,79.99,105.83,1
72579,14.86,159.0,173.86,1
81843,9.26,54.9,64.16,1
87140,15.65,127.9,143.55,2
50437,12.83,56.0,137.66,5
2394,19.93,99.0,118.93,5
33177,13.74,153.9,167.64,1
103183,18.26,22.9,82.32,8
43131,13.18,88.95,301.64,1
27816,31.82,112.5,144.32,2
71001,19.0,35.0,188.0,4
107246,18.22,184.0,404.44,1
32129,12.54,148.0,160.54,5
50879,12.06,79.9,91.96,5
25681,16.18,59.99,76.17,1
35668,16.11,194.9,211.01,8
20078,14.86,159.0,173.86,3
51512,34.38,119.9,154.28,2
89214,21.19,55.0,76.19,3
39836,24.48,47.9,72.38,3
76739,15.1,39.9,55.0,1
3842,7.78,14.99,22.77,1
6062,17.95,99.9,24.3,1
52789,23.27,110.32,25.0,1
69988,18.97,54.39,220.08,1
821,43.21,119.94,163.15,2
97387,19.2,189.0,208.2,1
35882,8.4,45.9,54.3,1
56069,15.1,49.9,65.0,5
106200,62.91,950.0,1012.91,1
84283,7.94,27.9,35.84,1
92634,7.78,26.9,34.68,1
92982,15.11,19.9,35.01,3
75249,23.76,209.9,233.66,1
52863,14.53,299.0,313.53,1
8648,9.94,47.49,57.43,1
18509,7.58,45.0,52.58,2
2579,13.63,86.9,100.53,2
29006,39.53,179.9,219.43,1
86413,87.93,329.9,251.9,10
46979,18.93,118.8,137.73,1
19687,7.78,49.0,56.78,1
21282,21.52,89.99,155.46,5
124,40.14,179.9,220.04,1
32141,15.86,157.99,173.85,1
54998,30.53,35.9,166.04,4
68658,19.67,67.0,24.81,1
74212,25.9,89.0,114.9,4
30994,14.17,60.0,74.17,1
97981,15.1,16.04,26.83,1
10137,17.3,53.9,233.94,5
65302,17.07,89.8,213.74,1
49576,33.03,326.16,359.19,7
19660,11.85,49.0,55.03,1
76632,12.59,155.0,335.18,1
70075,16.07,89.9,105.97,1
79829,12.49,119.99,394.96,8
72648,14.55,54.9,69.45,1
71919,16.11,39.7,55.81,2
3807,13.71,19.0,32.71,1
72876,44.62,259.9,304.52,4
41332,10.96,11.99,2.44,1
48595,12.24,105.43,117.67,5
18269,23.27,78.0,101.27,2
2212,12.13,89.9,102.03,8
78740,27.75,207.0,0.87,1
78161,17.19,133.9,151.09,5
12558,15.11,38.4,53.51,5
51445,12.76,59.9,72.66,2
67024,27.52,139.9,167.42,1
30413,15.1,26.4,7.62,1
104761,7.39,34.99,42.38,2
46498,15.1,25.99,41.09,1
89274,17.73,58.7,1.48,1
59407,14.1,11.6,25.7,1
24500,17.68,78.99,96.67,1
16895,17.86,87.85,105.71,1
77410,9.34,75.0,84.34,1
74214,14.52,37.0,51.52,1
47000,9.33,116.9,126.23,5
35520,8.83,224.8,233.63,8
15513,17.95,99.99,117.94,6
15137,14.52,34.9,49.42,1
1045,15.56,29.99,13.63,1
3434,18.72,119.9,138.62,10
87411,16.94,167.99,184.93,8
106796,7.68,59.9,67.58,6
70,26.1,159.98,372.16,10
38898,11.72,99.95,111.67,4
64716,15.1,39.9,55.0,5
53332,19.94,99.9,63.92,1
102221,12.86,59.9,145.52,2
99249,13.37,44.99,116.72,4
90470,38.74,169.9,208.64,1
47439,15.17,59.9,75.07,4
84492,15.1,29.9,45.0,1
54364,15.1,33.9,98.0,3
97248,20.74,99.9,120.64,2
29912,23.29,69.9,93.19,9
18432,7.46,29.0,36.46,1
23919,15.1,25.9,41.0,1
59932,18.37,159.9,178.27,2
29919,20.38,139.9,160.28,1
52373,19.04,17.0,36.04,1
48144,23.75,134.99,317.48,4
47895,24.98,69.9,94.88,2
62487,7.78,17.99,3.07,1
25763,17.84,84.44,102.28,6
105158,59.86,89.9,149.76,5
88316,185.71,899.0,1084.71,1
43557,16.79,48.9,262.76,1
80462,64.74,572.0,636.74,1
98611,16.6,34.9,51.5,1
82028,15.7,86.0,101.7,1
43091,12.79,35.0,47.79,1
64431,16.11,39.9,56.01,1
35083,8.72,59.9,68.62,1
15249,14.1,29.9,35.61,1
15243,16.4,109.9,252.6,4
33331,17.19,348.79,365.98,8
65645,15.58,118.0,534.32,1
107010,16.14,180.0,196.14,4
89055,14.1,28.99,43.09,1
4193,22.06,14.99,12.82,1
72432,15.63,59.9,151.06,3
98244,25.63,527.9,553.53,4
102809,28.21,278.77,306.98,10
26982,21.41,109.9,131.31,1
74949,11.92,59.9,71.82,7
66884,6.0,195.9,605.7,3
42413,14.1,13.99,28.09,2
70857,22.75,147.9,170.65,2
67968,18.13,125.57,143.7,1
87431,18.76,169.99,188.75,3
76032,16.79,16.99,33.78,3
14902,17.46,107.0,124.46,6
10993,17.66,49.9,67.56,1
12060,43.17,299.0,342.17,6
5644,19.56,109.9,231.66,8
110424,15.1,13.9,29.0,1
63598,8.72,29.99,77.42,1
60852,11.73,32.0,43.73,1
97682,17.63,169.9,187.53,10
35703,15.28,539.9,555.18,10
63999,14.57,138.0,136.68,1
68085,16.95,49.9,66.85,1
45685,13.51,24.9,38.41,1
77515,14.1,16.17,30.27,3
57764,16.92,68.0,84.92,2
59628,23.13,89.89,226.04,1
25603,11.92,59.99,143.82,1
55303,39.46,170.0,209.46,3
66428,47.5,109.9,157.4,1
1647,12.83,69.9,82.73,4
93098,20.5,59.99,242.48,10
53043,15.65,10.99,53.28,5
35209,6.88,254.9,356.64,6
2797,22.03,220.0,242.03,10
12143,16.05,49.0,65.05,1
90590,7.87,16.9,24.77,1
51073,18.57,189.0,415.14,6
60383,18.43,78.0,192.86,3
34259,7.78,16.9,24.68,1
45009,8.37,179.0,381.53,3
37247,13.08,29.5,42.58,1
91000,7.58,45.0,105.16,1
11239,17.67,59.9,155.14,5
18520,7.58,45.0,52.58,1
86505,16.39,89.8,106.19,1
4162,24.9,32.99,173.67,1
16223,38.64,15.99,50.2,1
812,15.66,149.99,165.65,10
47985,19.95,339.9,359.85,2
107808,16.21,799.95,816.16,10
38350,16.22,85.0,101.22,5
949,26.95,89.99,233.88,4
27859,17.85,85.9,103.75,5
35556,13.67,759.9,773.57,8
69846,15.58,99.49,115.07,2
91331,16.99,59.9,76.89,4
27085,13.64,89.0,102.64,2
89712,16.05,38.9,54.95,5
74958,11.92,59.9,71.82,2
67633,18.72,89.0,107.72,3
52456,29.44,149.0,114.87,8
91945,23.27,98.7,121.97,1
50780,12.48,45.0,57.48,1
63599,8.72,29.99,38.71,3
50275,16.28,199.9,216.18,2
91957,22.41,69.0,91.41,1
35858,7.78,45.9,53.68,1
96530,13.11,109.9,123.01,2
23680,10.96,16.9,27.86,2
32224,16.14,199.0,215.14,1
6770,26.43,34.9,61.33,1
64452,29.31,129.9,477.63,1
72510,7.81,77.98,85.79,1
54166,65.5,99.0,19.46,1
653,99.41,169.99,269.4,3
81413,15.2,65.0,80.2,8
105948,18.37,70.0,88.37,1
3517,12.02,74.0,142.58,1
63048,27.6,150.9,178.5,3
60547,20.77,98.99,119.76,1
53357,15.11,39.9,55.01,1
65590,13.71,85.0,98.71,1
3010,17.88,89.9,107.78,10
50096,15.8,150.0,165.8,1
76912,16.85,155.0,171.85,7
63680,10.96,29.99,40.95,1
98260,37.55,535.9,573.45,8
72366,16.61,59.9,153.02,3
15177,10.96,39.9,50.0,1
19204,18.3,29.0,47.3,4
89275,17.73,58.7,74.95,1
84759,15.18,62.0,77.18,1
78892,20.43,39.9,60.33,1
81910,14.53,109.9,248.86,1
18893,7.78,69.0,123.56,2
76461,29.9,139.0,168.9,3
44070,22.93,39.5,62.43,1
52004,19.63,94.95,114.58,4
43943,10.14,104.0,114.14,2
73435,51.18,97.0,148.18,10
23159,14.71,89.9,104.61,2
35652,8.13,124.9,133.03,1
30625,27.53,66.99,94.52,1
33343,13.69,178.98,192.67,3
15062,17.84,85.0,102.84,3
62203,14.1,31.9,46.0,2
79391,19.6,57.99,77.59,4
4801,12.03,99.9,111.93,1
36436,21.15,19.99,35.19,1
50384,8.25,49.0,126.88,4
45422,14.44,26.18,162.48,1
35387,19.52,119.9,508.84,1
86765,16.6,32.99,49.59,1
81003,7.39,42.49,24.81,1
47886,20.31,159.9,180.21,1
97198,15.01,179.9,194.91,10
65594,17.04,86.0,103.04,1
98198,19.6,129.99,149.59,1
96407,31.21,48.0,158.42,5
93674,9.26,129.89,139.15,1
108310,11.75,52.9,14.65,1
91413,29.17,110.0,139.17,2
21069,19.5,44.85,64.35,1
71378,112.43,25.0,137.43,8
36239,17.99,59.9,77.89,1
83326,18.52,134.2,152.72,7
5216,12.38,149.9,162.28,8
